Emily Abbott,Female,27,--,164 lb,--,--,--,--,--,--,--,240,190,--,--,--
Gretchen Kittelberger,Female,31,--,138 lb,2:30,8:40,1:59,19:36,--,0:00,0:00,220,185,330,275,47
Emily Beers,Female,32,--,165 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Alexandra LaChance,Female,29,--,155 lb,--,--,1:36,--,--,--,--,227,195,320,275,50
Celestie Engelbrecht,Female,28,168 cm,134 lb,2:13,--,--,--,--,--,--,100,80,150,140,--
Marlene Andersson,Female,32,165 cm,132 lb,4:29,10:00,0:00,0:00,--,0:00,0:00,85,60,165,131,31
Pip Malone,Female,27,164 cm,64 kg,--,--,--,--,--,--,--,98,82,160,--,--
Wanda Brenton,Female,42,--,144 lb,2:57,8:52,2:13,--,--,1:14,--,185,140,--,245,--
Rory Long-Zambard,Female,25,--,165 lb,2:47,--,1:28,15:42,457,--,--,215,185,315,315,--
Emily Bridgers,Female,29,--,134 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,225,180,330,275,--
Anna Tunnicliffe,Female,34,167 cm,143 lb,2:13,0:00,0:00,0:00,--,0:00,19:30,--,--,--,--,--
Meg Reardon,Female,24,--,147 lb,--,--,--,--,--,1:18,--,215,185,355,310,--
Christy Adkins,Female,31,--,135 lb,2:39,8:07,1:33,18:30,419,1:05,19:55,210,163,330,270,44
Alea Helmick,Female,30,--,148 lb,2:25,--,1:58,--,460,--,--,225,185,340,305,50
Cassidy Lance,Female,28,--,139 lb,2:30,7:30,1:30,--,--,--,--,215,160,295,275,60
Breona Evans,Female,25,--,130 lb,2:18,--,1:36,--,--,--,--,200,155,305,255,50
Sarabeth Phillips,Female,29,--,128 lb,2:19,8:52,1:34,0:00,--,0:00,0:00,230,190,330,290,54
Meredith Buckner,Female,28,--,128 lb,2:29,7:52,1:35,--,--,--,20:21,215,175,325,270,44
Caroline Dardini,Female,24,--,124 lb,2:06,--,--,--,--,--,--,215,175,--,59,--
Darian Sperry,Female,22,--,128 lb,2:18,--,1:50,--,--,1:00,23:29,230,190,300,290,48
Talayna Fortunato,Female,36,--,69 kg,2:08,7:39,1:30,0:00,--,1:09,21:03,215,190,315,275,75
Alanna Fisk,Female,24,--,135 lb,2:08,--,--,--,--,--,19:21,205,175,325,305,45
Paige Semenza,Female,25,--,145 lb,--,--,--,--,--,--,--,210,170,360,305,--
Kaleena Ladeairous,Female,30,--,150 lb,2:23,0:00,1:33,17:45,511,0:00,19:19,215,165,370,265,45
Kolson Lamb Casey,Female,25,--,150 lb,--,--,--,--,--,--,--,--,--,--,--,--
Alison Scudds,Female,23,--,130 lb,2:08,--,2:55,--,--,--,--,215,165,265,260,35
Lauren Weeks,Female,26,--,137 lb,0:00,--,--,--,--,--,--,--,--,--,--,--
Hannah Richards,Female,30,--,120 lb,2:43,0:00,0:00,20:01,--,0:00,0:00,190,165,275,255,--
Cara Lutzow,Female,26,--,150 lb,2:40,8:50,1:30,0:00,315,0:00,0:00,220,175,355,315,45
Andrea Thurlow,Female,32,--,139 lb,--,--,--,--,--,--,--,--,--,--,--,--
Kim Cocce,Female,29,--,141 lb,--,--,--,--,--,--,--,--,--,--,--,--
Brittany Weiss,Female,21,--,140 lb,--,--,--,--,--,--,--,190,155,305,275,33
Elizabeth Parry,Female,24,--,137 lb,2:26,--,1:42,--,--,--,--,205,175,300,240,60
Abigail Wilkins,Female,29,--,130 lb,2:55,10:02,2:06,19:06,367,1:05,0:00,175,130,275,225,40
Rachel Krumm,Female,29,--,125 lb,2:32,10:03,0:00,19:59,--,1:23,0:00,176,143,275,242,--
Rachel Weiss,Female,28,--,150 lb,--,--,--,--,--,--,--,--,--,--,--,--
Lindsey Jacoby,Female,34,--,148 lb,2:20,7:58,2:20,--,--,--,21:00,184,154,295,265,37
Chasity Snowden,Female,35,--,138 lb,--,--,--,--,--,--,--,205,165,315,280,--
Alison Stall,Female,29,--,145 lb,3:00,8:40,1:43,25:00:00,--,--,--,175,140,315,255,30
Katie Colucci,Female,29,--,135 lb,--,--,--,--,--,--,--,--,--,--,--,--
Rachel Doucet,Female,35,--,148 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,195,155,300,245,--
Amy Hagler,Female,29,--,150 lb,3:03,--,--,0:00,--,--,--,225,190,325,290,--
Michelle Egred,Female,29,--,129 lb,--,--,--,--,--,--,--,200,160,275,255,--
Adele Willis,Female,24,--,128 lb,2:45,--,--,--,--,--,--,200,170,315,275,--
Jordan Adcock,Female,24,--,135 lb,--,--,--,--,--,--,--,205,155,360,290,--
Corrine Check,Female,36,--,142 lb,--,--,1:56,--,--,--,--,195,145,330,250,--
Brittany Rowland,Female,29,--,155 lb,--,--,--,--,--,--,0:00,--,--,--,--,--
Jenna Larson,Female,37,--,145 lb,3:03,10:00,1:57,--,392,--,--,199,147,305,270,35
Lauren Fisher,Female,22,--,138 lb,2:19,0:00,0:00,0:00,--,1:06,0:00,242,183,--,290,50
Rebecca Voigt,Female,35,--,155 lb,2:54,8:07,1:54,24:12:00,412,1:30,22:25,215,163,375,265,31
Alessandra Pichelli,Female,30,--,156 lb,2:11,7:26,1:21,15:34,457,--,20:41,242,200,381,305,--
Chyna Cho,Female,30,--,147 lb,2:17,0:00,2:00,0:00,--,0:00,0:00,209,170,315,286,50
Jamie Hagiya,Female,31,--,145 lb,2:58,--,2:12,--,419,--,--,233,188,--,315,--
Brooke Ence,Female,27,--,152 lb,2:07,0:00,0:00,24:38:00,--,1:11,24:00:00,253,207,365,320,--
Colleen Fotsch,Female,26,--,170 lb,--,--,--,--,--,--,--,--,--,--,--,--
Chelsey Grigsby,Female,27,--,135 lb,--,--,--,--,--,--,--,--,--,--,--,--
Sarah Hopping Estrella,Female,33,--,170 lb,2:47,7:58,1:38,20:30,375,0:59,0:00,263,215,395,352,32
Lisa Warren,Female,28,--,139 lb,--,--,--,--,--,--,--,215,180,315,290,--
Molly Vollmer,Female,31,--,159 lb,2:30,--,--,18:50,--,1:03,23:15,235,200,335,300,--
Keston Mendoza,Female,21,--,143 lb,2:40,--,2:17,--,--,--,--,200,155,295,270,66
Carlie Stone,Female,28,--,153 lb,2:37,0:00,1:42,0:00,348,1:05,23:47,215,175,400,290,40
Kristan Clever,Female,34,--,128 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,205,178,360,295,42
Sarah Loogman,Female,25,--,140 lb,0:00,--,1:46,--,--,0:57,--,210,175,--,260,--
Ashlee Hegner,Female,32,--,135 lb,--,--,--,--,--,--,--,180,150,325,240,--
Pamela Eamranond,Female,31,--,135 lb,0:00,--,0:00,--,--,0:00,0:00,210,185,340,280,--
Jenn Ryan,Female,36,--,128 lb,--,--,--,--,--,--,--,191,163,305,255,--
Catherine Blatner,Female,25,--,160 lb,2:34,0:00,1:34,0:00,418,0:00,0:00,200,160,365,270,35
Jevon Hetland,Female,28,--,124 lb,--,--,--,--,--,--,--,--,--,--,--,--
Sarah Pierce,Female,28,--,142 lb,2:43,7:21,1:48,15:00,401,0:53,0:00,210,160,330,300,50
Kirstie Subry,Female,27,--,120 lb,2:31,--,1:53,--,--,1:12,21:53,195,155,295,255,55
Nina Escobedo,Female,23,--,145 lb,2:46,--,--,--,--,--,--,195,170,--,--,54
Danielle Hale,Female,32,--,134 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Brittany Stevens,Female,30,--,127 lb,0:00,--,0:00,--,--,--,--,193,165,275,310,1000
Briana Gaipa,Female,32,--,145 lb,2:39,9:59,2:11,--,--,--,--,220,175,310,265,40
Elyse Persico,Female,26,--,147 lb,2:30,8:41,1:47,0:00,414,1:10,22:56,200,170,375,285,50
Ashley Albano,Female,31,--,142 lb,--,--,--,--,--,--,--,--,--,--,--,--
Brittanie Williamson,Female,27,--,135 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Robin Leafblad,Female,38,--,155 lb,3:09,8:34,1:55,--,324,56:00:00,--,235,165,425,330,--
Hilary Steele,Female,27,--,120 lb,--,10:00,--,--,--,--,--,185,150,275,220,37
Valerie Calhoun,Female,21,--,121 lb,2:14,--,--,--,--,--,--,205,160,341,287,64
Kelly Morlock,Female,36,--,120 lb,2:24,--,1:50,17:53,414,1:25,--,175,145,--,250,51
Hayley Murillo,Female,29,--,158 lb,3:39,9:33,1:51,18:38,376,0:00,0:00,200,163,403,290,35
Kristine Andali,Female,25,158 cm,140 lb,1:56,--,--,--,--,--,--,240,185,345,305,--
Candice Ulibarri,Female,31,--,160 lb,--,--,--,--,--,--,--,--,--,--,--,--
Brittney Blanco,Female,25,--,123 lb,2:39,0:00,0:00,0:00,--,0:00,20:51,165,--,325,265,--
Kirsten Pedri,Female,34,--,150 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,215,170,350,270,38
Sheila Barden,Female,28,--,133 lb,2:08,8:06,2:57,0:00,380,1:27,22:02,197,165,315,315,40
Stacie Tovar,Female,31,--,143 lb,2:22,8:25,1:20,21:22,384,1:25,21:45,235,192,335,305,50
Brooke Wells,Female,21,--,156 lb,2:06,--,1:13,--,--,--,--,255,210,405,345,--
Jennifer Smith,Female,30,--,140 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,215,160,370,270,--
Kristi Eramo,Female,27,--,128 lb,2:29,--,1:47,--,--,--,--,210,165,310,295,--
Nicole Chovan,Female,26,--,145 lb,--,--,--,--,--,--,--,230,200,310,300,--
Karla Solum,Female,32,--,155 lb,4:15,9:48,2:29,--,402,1:12,--,215,168,320,265,--
Jennifer Nobis-Dancer,Female,32,--,153 lb,3:00,7:15,1:45,20:00,--,--,22:00,230,175,405,270,--
Nicole Holcomb,Female,29,--,151 lb,--,--,--,--,--,--,--,--,--,--,--,--
Anna Rode,Female,23,--,145 lb,2:26,8:54,1:58,20:28,346,--,--,212,170,300,245,40
Tracy Alberty,Female,32,--,140 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,222,180,350,275,--
Bridget Erickson,Female,29,--,128 lb,4:20,8:08,--,--,--,--,--,135,130,275,240,--
Julie Foucher,Female,27,--,135 lb,2:24,7:55,1:39,17:18,403,0:00,0:00,195,165,310,255,--
Jessica Martinez,Female,39,--,135 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Natalie Sutter,Female,25,--,127 lb,2:14,--,2:21,--,--,--,--,200,155,325,250,--
Marcella Morrill,Female,28,--,140 lb,--,--,--,--,--,--,--,205,165,330,265,35
Brittany Smith,Female,28,--,138 lb,2:48,7:50,--,17:21,--,--,24:30:00,210,165,305,255,50
Mikki Nuccio,Female,26,--,148 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Shannon Zimmerman,Female,31,--,140 lb,2:57,8:26,1:39,0:00,--,0:00,0:00,220,185,275,275,--
Taylor Streid,Female,25,--,138 lb,2:47,--,2:12,23:11,--,--,23:10,205,173,283,273,--
Jessica Schwartz,Female,18,--,132 lb,2:19,0:00,1:29,0:00,--,0:00,--,--,--,--,--,85
Jessica Grondahl,Female,30,--,135 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,205,185,335,280,--
Kristin Miller,Female,28,--,135 lb,2:38,0:00,2:04,0:00,--,0:00,0:00,200,165,325,285,--
Laura Redman,Female,32,--,125 lb,0:00,0:00,0:00,--,--,0:58,16:30,205,158,330,270,--
Melissa Doss,Female,30,--,145 lb,2:59,8:49,1:21,--,384,--,--,230,180,365,290,--
Ashley Frasier,Female,32,--,133 lb,2:35,7:56,2:38,19:47,399,--,23:50,205,150,360,285,--
Sophia Naum,Female,30,--,144 lb,--,--,--,--,--,--,--,185,135,335,270,--
Nina Arezina,Female,30,--,147 lb,2:22,0:00,1:40,0:00,--,0:00,0:00,240,185,345,315,--
Lacy Baumgart,Female,29,--,135 lb,--,--,--,--,--,--,--,205,165,325,260,--
Tristan Erlenbaugh,Female,29,--,131 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Jolene Quirke,Female,33,--,120 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Kara Paslay,Female,32,--,138 lb,--,--,--,--,--,--,--,170,125,295,235,--
Katelyn Ivie,Female,25,--,145 lb,3:09,9:12,1:49,0:00,356,1:15,24:52:00,195,160,320,260,22
Ashley Carlson,Female,34,--,138 lb,2:59,8:59,2:46,--,--,--,23:30,195,155,305,235,--
Elisabeth Akinwale,Female,37,--,158 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Megan Scales,Female,30,--,160 lb,3:08,8:11,1:31,--,--,--,--,206,165,340,280,--
Emma Chapman,Female,28,--,125 lb,--,8:37,2:08,--,--,1:06,20:47,180,130,375,250,30
Kristin King,Female,36,--,125 lb,2:34,8:19,1:59,21:34,406,1:10,21:09,183,138,343,273,42
Katrin Tanja Davidsdottir,Female,23,169 cm,150 lb,2:18,9:16,1:28,0:00,454,1:05,0:00,225,192,315,265,--
Carol-Ann Reason-Thibault,Female,28,165 cm,145 lb,2:41,0:00,1:25,0:00,--,0:00,22:00,--,--,--,--,--
Michele Letendre,Female,30,--,137 lb,2:10,8:19,1:59,0:00,--,0:00,0:00,227,192,315,300,50
Kari Pearce,Female,27,--,139 lb,--,--,--,--,--,--,--,214,185,365,310,--
Tasia Percevecz,Female,26,--,153 lb,2:29,--,1:24,--,--,--,--,240,205,--,308,60
Dani Horan,Female,28,--,145 lb,--,--,--,--,--,--,--,--,--,--,--,--
Whitney Gelin,Female,31,--,165 lb,--,--,--,--,--,--,--,--,--,--,--,--
Chelsey Hughes,Female,30,--,131 lb,2:26,--,1:49,18:52,452,--,20:19,225,175,335,285,54
Cheryl Nasso,Female,31,--,130 lb,2:10,7:50,1:26,17:04,434,1:10,19:52,185,140,305,245,54
Kaitlyn Brierley,Female,24,--,137 lb,0:00,7:24,0:00,--,--,0:00,--,235,190,350,280,--
Marisa Hardy,Female,24,--,145 lb,--,--,--,--,--,--,--,--,--,--,--,--
Chloe Gauvin-David,Female,24,--,144 lb,0:00,--,--,--,--,--,--,--,--,--,--,--
Elizabeth Adams,Female,30,--,160 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Maude Charron,Female,23,--,142 lb,2:11,9:17,1:38,18:48,385,1:15,--,250,200,400,320,50
Karine Shrum,Female,27,--,155 lb,0:00,--,0:00,--,--,--,--,--,--,--,--,--
Emmy Simpkins,Female,26,--,150 lb,0:00,0:00,1:30,0:00,--,0:00,0:00,220,195,325,300,--
Heather Soukas,Female,29,--,150 lb,2:16,--,1:18,--,--,1:05,20:00,240,200,400,305,60
Carolyne Prevost,Female,26,--,145 lb,2:18,0:00,0:00,0:00,450,0:00,0:00,210,165,400,308,50
Stacey Kroon,Female,33,--,160 lb,2:36,--,1:42,--,427,--,--,215,170,330,305,50
Claudia Vazquez,Female,25,--,145 lb,--,--,--,--,--,--,--,--,--,--,--,--
Ashley Werner,Female,29,--,145 lb,2:09,0:00,1:50,0:00,--,1:05,20:08,230,185,365,350,60
Sonia Hurtubise,Female,24,--,145 lb,2:57,--,2:09,--,--,1:12,20:36,175,135,305,215,34
Megin Oczkowski,Female,23,--,150 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Leann Lapp,Female,32,--,139 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,97,77,136,125,50
Kendra Johnsen,Female,31,--,144 lb,2:22,0:00,1:55,0:00,352,1:39,21:18,235,190,375,315,50
Kristine Best,Female,26,--,135 lb,--,--,--,--,--,--,--,--,--,--,--,--
Ashley Smith,Female,31,--,130 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Tiffany Szemplinski,Female,28,--,135 lb,--,--,1:50,--,--,--,22:40,230,175,335,295,50
Annie-Pier Ricard,Female,25,169 cm,154 lb,--,--,--,--,--,--,--,200,155,300,285,--
Pam Anstey,Female,32,--,135 lb,--,--,--,--,--,--,--,185,145,315,265,--
Shanna Dawley,Female,37,--,145 lb,2:22,0:00,1:27,18:26,410,0:00,0:00,215,185,360,--,--
Manon Lesur,Female,25,163 cm,140 lb,--,--,--,--,--,--,--,--,--,--,--,--
Michelle Basu Roy,Female,32,--,125 lb,2:30,--,1:58,--,381,0:54,18:15,190,145,300,245,--
Sarah Mitzel,Female,30,--,141 lb,2:18,--,--,--,--,--,21:00,230,175,385,375,75
Siobhan Blancaflor,Female,25,--,133 lb,3:05,--,2:12,--,--,--,--,205,165,305,275,--
Leigha Dean,Female,25,65 cm,138 lb,2:19,9:00,2:37,17:55,--,1:00,19:53,210,165,290,260,40
Sarah Scholl,Female,32,--,145 lb,2:05,8:11,1:50,18:04,428,0:58,18:30,200,155,305,295,60
Amélie Verret,Female,36,--,130 lb,2:39,--,2:58,--,--,--,--,175,145,270,235,45
Abigail Guerrero,Female,38,155 cm,125 lb,2:40,--,--,--,--,--,--,--,--,--,--,--
Ragnheiður Sara Sigmundsdottir,Female,24,171 cm,69 kg,0:00,9:26,2:03,0:00,--,0:00,22:32,110,90,155,135,36
Annie Thorisdottir,Female,27,170 cm,152 lb,2:37,0:00,1:23,15:07,--,0:00,0:00,93,71,165,125,--
Kristin Holte,Female,30,162 cm,132 lb,2:24,--,1:55,18:16,406,1:01,19:30,102,79,137,132,42
Samantha Briggs,Female,34,170 cm,135 lb,2:35,0:00,1:35,0:00,--,0:00,0:00,100,82,175,125,49
Thuridur Erla Helgadottir,Female,25,164 cm,58 kg,2:49,8:32,1:57,18:56,389,1:01,21:26,104,81,134,126,60
Emma McQuaid,Female,26,165 cm,139 lb,2:27,--,2:12,--,--,--,--,108,83,160,125,43
Laura Horvath,Female,19,169 cm,69 kg,--,--,--,--,--,--,--,--,--,--,--,--
Martina Barbaro,Female,30,164 cm,125 lb,2:45,8:14,0:00,16:00,--,1:20,19:27,90,69,165,130,50
Andrea Berggren,Female,28,166 cm,141 lb,0:00,0:00,--,--,--,--,--,--,--,--,--,--
Laura Hughes,Female,23,--,156 lb,--,--,--,--,--,--,--,95,75,150,120,--
Megan Lovegrove,Female,27,158 cm,134 lb,--,--,--,--,--,--,--,--,--,--,--,--
Mikaela Norman,Female,23,180 cm,156 lb,3:00,--,--,--,--,--,--,90,73,--,125,--
Gwendolin Sona,Female,35,176 cm,73 kg,3:30,9:25,2:39,--,--,--,--,93,78,145,130,39
Karin Dike,Female,28,168 cm,154 lb,3:40,--,2:23,--,--,--,--,100,73,160,130,--
Anna Fragkou,Female,26,160 cm,63 kg,--,--,--,--,--,--,--,--,--,--,--,--
Sara Armanius,Female,26,162 cm,149 lb,--,--,--,--,--,--,--,87,70,135,120,--
Aneta Saulichova,Female,32,160 cm,64 kg,3:04,--,2:33,--,--,1:09,--,100,75,135,132,30
Jayne Eadie,Female,27,--,62 kg,--,--,--,--,--,--,--,--,--,--,--,--
Carmen Bosmans,Female,27,167 cm,68 kg,2:32,8:45,--,--,339,1:16,--,91,80,140,135,60
Stephanie Chung,Female,24,--,139 lb,3:13,9:47,2:29,--,--,--,--,210,170,--,245,--
Jacqueline Dahlstrøm,Female,25,167 cm,66 kg,--,--,--,--,--,--,--,--,--,--,--,--
Mary Jamieson,Female,33,120 cm,75 kg,--,--,--,--,--,--,--,25,130,66,51,--
Rebecca Clark,Female,28,--,133 lb,2:37,0:00,2:17,0:00,--,1:17,20:28,205,160,305,260,42
Celestie Engelbrecht,Female,28,168 cm,134 lb,2:13,--,--,--,--,--,--,100,80,150,140,--
Marlene Andersson,Female,32,165 cm,132 lb,4:29,10:00,0:00,0:00,--,0:00,0:00,85,60,165,131,31
Jo Caulton,Female,27,165 cm,147 lb,--,--,--,--,--,58:00:00,18:36,98,80,135,125,--
Sanne Rooijmans,Female,31,174 cm,67 kg,0:00,0:00,0:00,--,--,0:00,0:00,102,86,171,130,--
Eva Cortiella,Female,33,157 cm,130 lb,--,--,--,--,--,--,--,80,60,160,100,--
Kate McCall,Female,27,--,60 kg,2:47,--,--,--,--,0:55,--,85,70,145,125,--
Emilia Leppänen,Female,29,165 cm,150 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Maria Åkerlund,Female,26,168 cm,70 kg,--,--,1:39,--,--,--,--,108,91,140,140,--
Fran Calvert,Female,24,--,64 kg,--,--,--,--,--,--,--,--,--,--,--,--
Anette Nieminen,Female,24,166 cm,70 kg,--,--,--,--,--,--,--,--,--,--,--,--
Caroline Gustafsson,Female,28,162 cm,62 kg,--,--,--,--,--,--,--,88,60,135,120,--
Lucy Majury,Female,28,157 cm,64 kg,--,--,--,--,--,--,--,88,63,145,120,30
Rita García,Female,28,157 cm,125 lb,--,--,--,--,--,--,--,90,75,145,135,--
Johanni Hugo,Female,32,156 cm,58 kg,--,--,--,--,--,--,--,85,70,120,110,--
Laura Faulkner,Female,24,152 cm,54 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,90,70,150,113,48
Charlotte Spence,Female,29,--,66 kg,2:44,--,--,--,--,1:18,--,--,--,--,--,--
Ulrike Glöckner,Female,26,173 cm,142 lb,3:03,7:50,--,--,--,--,--,180,143,295,245,--
Kara Webb,Female,26,162 cm,154 lb,2:33,0:00,0:00,0:00,--,0:00,20:10,115,93,155,150,62
Tia-Clair Toomey,Female,23,163 cm,58 kg,2:40,--,1:21,--,--,--,--,111,82,162,135,50
Alethea Boon,Female,32,--,128 lb,--,--,--,--,--,--,--,--,--,--,--,--
Justine Beath,Female,26,163 cm,138 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,230,185,320,305,--
Madeline Sturt,Female,19,159 cm,60 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,92,72,140,128,--
Harriet Roberts,Female,24,170 cm,150 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Courtney Haley,Female,22,167 cm,70 kg,2:33,--,2:04,19:25,382,--,--,95,77,140,115,38
Jessica Coughlan,Female,28,165 cm,143 lb,2:08,8:15,2:23,0:00,--,0:00,0:00,--,--,--,--,50
Sammy Wood,Female,29,165 cm,140 lb,2:35,0:00,1:18,0:00,--,0:00,0:00,225,190,315,245,49
Jaime Goodwin,Female,24,156 cm,123 lb,2:45,--,2:01,--,--,--,19:11,82,65,125,105,50
Helen Harding,Female,41,158 cm,125 lb,2:19,--,--,--,--,--,--,--,--,145,112,52
Emma Wright,Female,24,165 cm,72 kg,--,--,--,--,--,--,--,--,--,--,--,--
Kat Baker,Female,29,167 cm,152 lb,--,--,--,--,--,--,--,--,--,--,--,--
Amy Alessi,Female,25,160 cm,140 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,200,180,--,--,40
Courtney Fitzharris,Female,22,160 cm,60 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Bailey Rogers,Female,25,170 cm,77 kg,--,--,--,--,--,--,--,--,--,--,--,--
Rochelle Steinbergs,Female,25,168 cm,68 kg,--,--,--,--,--,--,--,--,--,--,--,--
Tracey Stewart,Female,30,167 cm,149 lb,4:45,--,1:54,--,--,--,21:54,95,75,140,123,29
Joelene Neville,Female,30,169 cm,71 kg,2:43,--,1:54,--,410,1:01,22:56,104,80,165,130,32
Angela Kyme,Female,32,163 cm,140 lb,--,--,--,--,--,--,--,--,--,--,--,--
Rebecca Gowing,Female,28,160 cm,130 lb,--,--,--,--,--,--,--,85,65,150,115,--
Claire Fraser,Female,34,165 cm,127 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Victoria Campos,Female,24,161 cm,134 lb,3:05,--,3:34,--,--,1:22,22:20,190,160,295,242,45
Puawai Munro-Halkyard,Female,29,165 cm,138 lb,3:52,0:00,1:55,0:00,--,0:00,0:00,100,83,145,130,--
Evelina Dalecki,Female,26,152 cm,132 lb,2:28,--,--,--,--,--,--,91,71,128,122,45
Katelin Marks,Female,24,170 cm,70 kg,3:20,--,1:40,--,--,--,21:00,98,76,150,130,--
Zoe Pond-McPherson,Female,26,--,127 lb,--,--,--,--,--,--,--,185,145,280,265,--
Christine Knieff,Female,32,--,138 lb,--,--,--,--,--,--,--,--,--,--,--,--
Samantha Sullivan,Female,36,165 cm,68 kg,0:00,--,0:00,0:00,--,0:00,--,85,75,110,110,--
Lindsay Vaughan,Female,31,--,152 lb,2:42,0:00,0:00,0:00,--,0:00,0:00,94,80,125,110,50
Stephanie Ortiz,Female,28,--,132 lb,--,--,--,--,--,--,--,95,72,135,115,--
Yuko Sakuyama,Female,29,152 cm,120 lb,--,--,--,--,--,--,--,205,165,315,285,--
Uracha Teerawanitsan,Female,23,158 cm,130 lb,--,--,--,--,--,--,--,205,165,320,305,--
Amina Maskhadova,Female,31,159 cm,48 kg,4:40,--,2:31,--,--,0:56,18:00,87,67,130,120,36
Carly Menzies,Female,28,164 cm,64 kg,0:00,0:00,0:00,0:00,381,0:00,0:00,80,65,145,117,--
Jenniffer Scott,Female,36,--,140 lb,--,--,2:45,--,--,--,--,195,155,285,265,--
Natalia Osipova,Female,24,164 cm,69 kg,--,--,--,--,--,--,--,--,--,--,--,--
Ruth Anderson-Horrell,Female,32,167 cm,155 lb,3:10,7:59,2:07,0:00,--,0:00,0:00,97,72,170,145,38
Emily Crutchley,Female,29,152 cm,118 lb,--,--,--,--,--,--,--,--,--,--,--,--
Elise Hoefsmit,Female,28,162 cm,66 kg,--,--,--,--,--,--,--,--,--,--,--,--
Camille Leblanc-Bazinet,Female,28,--,130 lb,2:04,7:20,1:40,0:00,--,1:20,0:00,230,190,300,310,80
Whitney Cappellucci,Female,28,--,158 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,235,190,400,315,--
Alexis Johnson,Female,25,--,141 lb,--,7:51,1:16,--,440,1:15,0:00,227,175,342,280,--
Tennil Reed,Female,28,--,157 lb,2:31,--,1:32,--,391,--,20:02,225,185,340,295,50
Candice Wagner,Female,31,--,137 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Michaela North,Female,28,--,153 lb,--,8:45,--,--,--,0:58,21:00,220,180,305,275,40
Brittany Chestnut,Female,25,--,124 lb,--,--,--,--,--,--,--,96,81,145,--,--
Mandi Janowitz,Female,30,--,145 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,225,180,335,--,--
Tiffany Hendrickson,Female,36,--,135 lb,2:27,7:28,1:54,18:16,402,0:00,0:00,185,153,315,265,56
Beth Spearman,Female,35,--,145 lb,2:29,9:36,2:37,0:00,--,0:00,23:41,220,175,350,280,50
Brista Mayfield,Female,29,--,138 lb,2:48,8:08,1:51,0:00,--,0:00,22:11,217,172,320,275,40
Arielle Armstrong,Female,22,--,145 lb,0:00,0:00,0:00,0:00,--,1:03,0:00,215,180,305,--,55
Analisa Marquez,Female,28,--,150 lb,2:21,7:39,1:34,--,397,0:56,--,205,180,335,270,40
Michelle Kinney,Female,32,--,140 lb,--,--,--,--,--,--,--,--,--,--,--,--
Rachel Garibay,Female,25,--,130 lb,2:05,--,--,--,390,--,--,238,170,415,325,50
Audra LeBeau,Female,30,--,150 lb,2:23,0:00,1:21,0:00,--,0:00,0:00,215,175,335,270,--
Anita Pravatti,Female,30,174 cm,158 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Cassidy Duffield,Female,27,--,148 lb,--,--,--,--,--,--,--,250,215,350,330,--
Alyssa Ritchey,Female,27,--,115 lb,2:37,--,1:48,--,396,--,--,216,175,345,270,--
Leah Greenfield,Female,24,--,150 lb,3:50,10:01,--,--,--,--,21:48,217,170,305,280,--
Jessica Malone,Female,33,--,125 lb,2:35,9:26,2:29,23:50,319,1:19,27:00:00,215,170,345,265,56
Carla Frazier,Female,29,--,140 lb,0:00,--,--,--,--,--,--,195,155,340,255,--
